KEYS,en,chn
S143L10,"No, just mention the unreasonable things Xi.Zhihong did, and don't implicate Zhang.Jingya. My intelligence shows that Zhang.Jingya is the Empress's sister. If you don't have decisive evidence, the Emperor will not easily allow anything that would tarnish the royal family",嗯， 不要， 只说戏志宏做的不合理的地方， 不要将事情往张静雅身上引， 因为我的情报显示张静雅是皇后的妹妹， 如果你没有决定性的证据， 帝皇不会轻易允许让皇室蒙羞的事情产生
S143L11,I understand. I'll go back and prepare,明白了， 那我回去准备了
S144L1,"On March 25th, Imperial Core Planet-Planet Light - Imperial Capital - Palace Foreign Affairs Hall. The hall was crowded with people, and the emperor sat in the first seat. The three commanders of the military headquarters and various officials of the empire had all arrived",3月25日， 帝国核心星球-光明星-帝都-皇宫外事厅。厅内挤满了人， 帝皇赫然坐在首座， 下面军部的三名主帅和帝国的各个主官皆已到达
S144L2,"Respected Emperor, I salute you. The Alliance has chosen me to preside over the important matter of resource trade negotiations and to participate in the investigation and trial regarding the cause of the death of our member Joy White.",尊敬的帝皇， 向你致敬。联盟推选我前来主持资源交易谈判的重要事务， 并同时参与关于我方成员白悦然逝世原因的调查与审判
S144L3,"Glancing at Huck beside him, he frowned and said: I am aware of it and deeply honored by Alliance trust. I wish for the resource trade to proceed smoothly, and the matter of Joy White will also be handled with caution. I hope for close cooperation between us",看了一眼旁边的哈克， 皱了皱眉， 随后开口道：我已知悉， 对贵联盟之信任深感荣幸。愿资源交易顺利， 白悦然之事亦将审慎处理， 望双方合作无间
,,
S144L4,"John, we will first conduct the trial of the suspect Pension today, and we can discuss the matter of resource trade later",约翰， 我们今天先对嫌疑人潘森进行审判， 至于资源交易的事情， 我们之后再谈
S144L5,Is there even a need for a trial? The information I received says that Pension is the murderer of Joy White?,还有审判的必要吗？我接到的信息说潘森就是杀害白悦然的凶手吗？
S144L6,"Huck, calm down. In any case, the due process still needs to be followed. The Empire won't convict its soldiers without a trial. If there's no objection, let's begin this trial",哈克， 稍安勿躁， 不管怎样， 该走的流程还是要走的， 帝国不会未经审判就给帝国军人定罪的。如果没有异议的话， 我们就开始这次的审判吧
S144L7,"Alright, I hope it ends soon so we can start negotiating energy trade matters sooner",唉， 好吧， 希望尽快结束， 我们好可以早点开始洽谈能源贸易的有关事项
S144L8,"Pension, you have been accused of being involved in the death of Alliance diplomat Joy White. The Empire's Technology Ministry has analyzed the information returned by your terminal AI, showing that you destroyed Joy White's ship. What is your explanation for this?",潘森， 你已经被指控与联盟外交官白悦然的死有关。帝国科技部已经解析过你的终端智喵回传的信息， 显示你击毁了白悦然的座舰。对此， 你有什么解释？
S144L9,"I believe this intelligence is incorrect. I only received an order from Xi.Zhihong to assassinate Joy White, but I did not actually assassinate her. The information returned by the AI may have been tampered with",我认为这个情报有误， 我只接到过戏志宏发布的暗杀白悦然的命令， 但我没有实际暗杀白悦然， 智喵回传的信息可能被人为篡改过
S144L10,"(Frowning, he quickly glanced at Zhang.Jingya) You received an order to assassinate Joy White? And you refused to execute it? Explain in detail",（皱了皱眉头，  飞快地瞥了一眼张静雅）你接到过暗杀白悦然的命令？而且你放弃执行了？详细解释一下
S144L11,"Due to the special nature of my position, only the great Emperor and the three commanders of the military department have the authority to directly assign tasks to me. However, this assassination task was directly communicated to me by Lieutenant Colonel Xi.Zhihong of the Iron Blooded Army. Later, I discovered that the target of this mission was an Alliance diplomat. Therefore, after consideration, I did not carry out this assassination mission.",由于我职务的特殊性， 除了伟大的帝皇陛下， 只有军部的三名主帅才有权力直接向我分发任务， 但是这次的暗杀任务是铁血军中校参谋戏志宏直接与我沟通的。并且后来我发现这次的任务目标是联盟的外交官。因此我考虑过后没有贯彻执行这个暗杀任务
,,
S144L12,"(Pursing his lips) But your records show that you have successfully completed all your recent missions, and what's so special about your position? Aren't you just a military training instructor stationed on a border planet?",（抿了抿嘴）但是你的资料上显示你近期执行的任务都是成功， 而且你的职务有什么特殊的？不是边防星球的驻军军训教官吗？
S144L13,"Ahem……Huck, Pension does have a special position. He reports directly to the three commanders of the military department. Besides his position, you should ask about other things. Also, on behalf of the military department, I would like to state that the military department has never issued an order to assassinate Alliance diplomat Joy White. There must be some misunderstanding",咳咳……哈克， 潘森确实有特殊职务， 他直接向我们三名主帅领导， 除了职务以外， 你还是问点其他的吧。另外我在此代表军部表态， 军部从未发布过暗杀联盟外教官白悦然的任务， 这之中一定有什么误会
S144L14,"(With a tight face) Hmm, do you have too many secrets in your military department? Can you share any important information sooner? Pension, according to what you said earlier, do you think Colonel Xi.Zhihong of the Iron Blooded Army and the Technology Ministry conspired to frame you? Where's the evidence?",（脸庞紧绷）哼， 你们军部的秘密是不是太多了点， 有什么重要情报能不能早点说？潘森， 按照你前面说的， 你认为铁血军的戏志宏和科技部联手来诬陷你？证据呢？
S144L15,"Yes, please approve the retrieval and display of the information about my missions in the Empire's database. It will be clear once you see it",是的， 还请批准调取展示帝国数据库中关于我的任务的信息， 到时候一看便知
S144L16,"Oh? Alright, Zoo.Don, this might be considered military secrets, and I need your approval as the commander of the military department. I don't know if you can show it to everyone. I'm also curious about how your military department records things",哦？好吧， 左敦， 这可能算是军事机密了， 还是需要你这个军部主帅同意一下， 不知道你能否给大家展示， 正好我也好奇你们军部的记录是怎么做的
S144L17,"Alright, compared to the current situation, this is hardly a secret……The mission that Colonel Xi.Zhihong previously assigned to you is now displayed in front of everyone. It clearly states to capture or kill fugitive number 1537, but the target's photo does not match Joy White's. Your mission information has somehow been modified!",好的， 和目前的事态想必， 这点东西实在算不上机密……只见戏志宏之前交给你的任务展示在众人面前， 上面赫然写着抓捕或者击杀在逃犯1537号， 但是目标档案的照片和白悦然的并不一样， 你的任务信息， 不知道什么时候被修改了！
S144L18,"(Frowning) Pension, are you sure you're not mistaken? Is this the mission information you mentioned? This mission seems to have nothing to do with the matter we are discussing today. Do you have anything else to defend yourself?",（紧皱眉头）潘森， 你确定你没有搞错吗？这就是你所说的任务信息？这个任务看上去和我们今天要谈的事情没什么关联啊， 你还有没有什么别的要狡辩的？
S144L19,"You felt a moment of surprise, as this was not what you had seen before. For a split second, you suspected that Zoo.Don had tampered with it. You steadied yourself and said: I request to access and display the modification history of this mission information",你一时之间感到一阵错愕， 这与你之前看到的并不相同， 甚至有那么一个瞬间你怀疑是左敦动了手脚， 你稍稍定了下神， 道：我请求调取展示这个任务信息的修改记录
